QuoteID,Quote,SupportingText,Audience,TopicCategory,Topic,Theme,SourceType,InspiredBy,Author,AttributionNote,OriginalTheme,SourceURL,Occasion,IllustrationTags,SourceLibrary,SourceFile,DuplicateOf,QualityStatus
WOM033,"No is a complete act of self-respect, even when the explanation is short.",,Women,Mindset,Peace,Peace & Letting Go,original,,,Original for @talksnwalks101,Boundaries,,,"meditation,nature,quiet",women,data/library/women_motivating_part_01.csv,,approved
WOM034,Some days healing looks like progress; other days it looks like not going backward.,,Women,Wellness,Mental Health,Growth,original,,,Original for @talksnwalks101,Healing,,,"peace,rest,reflection",women,data/library/women_motivating_part_01.csv,,approved
WOM035,Your career is allowed to evolve as you do.,,Women,Business,Career,Dreams,original,,,Original for @talksnwalks101,Career & Ambition,,,"work,office,learning",women,data/library/women_motivating_part_01.csv,,approved
WOM036,A strong leader does not need to make other people feel small.,,Women,Business,Leadership,Dreams,original,,,Original for @talksnwalks101,Leadership,,,"leader,team,meeting",women,data/library/women_motivating_part_01.csv,,approved
WOM037,Know where your money goes so you can decide where your life goes.,,Women,Business,Money Mindset,Dreams,original,,,Original for @talksnwalks101,Financial Independence,,,"finance,work,building",women,data/library/women_motivating_part_01.csv,,approved
WOM038,Resilience is not about never falling; it is learning how to rise without hating the fall.,,Women,Mindset,Resilience,Resilience,original,,,Original for @talksnwalks101,Resilience,,,"climbing,walking,alone",women,data/library/women_motivating_part_01.csv,,approved
WOM039,You do not need certainty to make a brave decision.,,Women,Mindset,Courage,Courage,original,,,Original for @talksnwalks101,Courage,,,"journey,standing-tall,action",women,data/library/women_motivating_part_01.csv,,approved
WOM040,Outgrowing an old version of yourself can feel like loss before it feels like freedom.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Personal Growth,,,"growth,journey,reading",women,data/library/women_motivating_part_01.csv,,approved
WOM041,Follow what keeps calling your attention back.,,Women,Mindset,Purpose & Meaning,Dreams,original,,,Original for @talksnwalks101,Purpose,,,"journey,work,reading",women,data/library/women_motivating_part_01.csv,,approved
WOM043,Notice what is good without pretending nothing is hard.,,Women,Mindset,Gratitude,Happiness & Gratitude,original,,,Original for @talksnwalks101,Gratitude & Joy,,,"sunrise,coffee,family",women,data/library/women_motivating_part_01.csv,,approved
WOM044,Choose friends who can celebrate you without competing with your joy.,,Women,Relationships,Friendship,Happiness & Gratitude,original,,,Original for @talksnwalks101,Friendship & Community,,,"friends,group,laughter",women,data/library/women_motivating_part_01.csv,,approved
WOM045,You do not have to collapse before you are allowed to stop.,,Women,Wellness,Rest & Recovery,Peace & Letting Go,original,,,Original for @talksnwalks101,Rest & Self-Care,,,"sleep,rest,recovery",women,data/library/women_motivating_part_01.csv,,approved
WOM046,Respect your body before you feel fully confident in it.,,Women,Wellness,Body Confidence,Growth,original,,,Original for @talksnwalks101,Body Respect,,,"fitness,confidence",women,data/library/women_motivating_part_01.csv,,approved
WOM047,Creativity needs permission to be messy before it becomes beautiful.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Creativity,,,"growth,journey,reading",women,data/library/women_motivating_part_01.csv,,approved
WOM048,You can start over without calling the earlier years wasted.,,Women,Mindset,Growth,Dreams,original,,,Original for @talksnwalks101,Change & New Beginnings,,,"growth,journey,reading",women,data/library/women_motivating_part_01.csv,,approved
WOM049,Your children can learn self-respect by watching you practice it.,,Women,Family,Mother,Happiness & Gratitude,original,,,Original for @talksnwalks101,Motherhood & Family,,,"mother-child,mom",women,data/library/women_motivating_part_01.csv,,approved
WOM051,Choose people who respect your peace as much as they enjoy your presence.,,Women,Relationships,Relationships,Peace & Letting Go,original,,,Original for @talksnwalks101,Relationships,,,"couple,partners",women,data/library/women_motivating_part_01.csv,,approved
WOM052,"Think like the woman you are becoming, not the woman fear remembers.",,Women,Mindset,Growth,Becoming,original,,,Original for @talksnwalks101,Mindset,,,"growth,journey,reading",women,data/library/women_motivating_part_01.csv,,approved
WOM054,You are allowed to protect a quiet life.,,Women,Mindset,Peace,Peace & Letting Go,original,,,Original for @talksnwalks101,Peace,,,"meditation,nature,quiet",women,data/library/women_motivating_part_01.csv,,approved
WOM055,A tiny habit done daily can outrun a dramatic plan done rarely.,,Women,Mindset,Discipline,Discipline & Action,original,,,Original for @talksnwalks101,Habits,,,"work,training,focus",women,data/library/women_motivating_part_01.csv,,approved
WOM056,Your worth does not rise and fall with other people's attention.,,Women,Relationships,Love,Self-Worth,original,,,Original for @talksnwalks101,Self-Love,,,"couple,love",women,data/library/women_motivating_part_01.csv,,approved
WOM057,"Walk into the room as if your voice belongs there, because it does.",,Women,Mindset,Self-Belief,Self-Worth,original,,,Original for @talksnwalks101,Confidence,,,"confidence,standing-tall",women,data/library/women_motivating_part_01.csv,,approved
WOM058,You can be kind without being endlessly available.,,Women,Mindset,Peace,Peace & Letting Go,original,,,Original for @talksnwalks101,Boundaries,,,"meditation,nature,quiet",women,data/library/women_motivating_part_01.csv,,approved
WOM059,You do not have to rush the part of you that is learning to trust again.,,Women,Wellness,Mental Health,Growth,original,,,Original for @talksnwalks101,Healing,,,"peace,rest,reflection",women,data/library/women_motivating_part_01.csv,,approved
WOM060,Learn the skill before you wait for the title.,,Women,Business,Career,Dreams,original,,,Original for @talksnwalks101,Career & Ambition,,,"work,office,learning",women,data/library/women_motivating_part_01.csv,,approved
WOM061,Lead in a way that makes good work easier for everyone.,,Women,Business,Leadership,Dreams,original,,,Original for @talksnwalks101,Leadership,,,"leader,team,meeting",women,data/library/women_motivating_part_01.csv,,approved
WOM062,Saving is a gift from today's you to tomorrow's you.,,Women,Business,Money Mindset,Dreams,original,,,Original for @talksnwalks101,Financial Independence,,,"finance,work,building",women,data/library/women_motivating_part_01.csv,,approved
WOM063,"Your strength can look like softness, rest, or asking for help.",,Women,Mindset,Resilience,Resilience,original,,,Original for @talksnwalks101,Resilience,,,"climbing,walking,alone",women,data/library/women_motivating_part_01.csv,,approved
WOM064,Speak even when your voice has to learn strength in public.,,Women,Mindset,Courage,Courage,original,,,Original for @talksnwalks101,Courage,,,"journey,standing-tall,action",women,data/library/women_motivating_part_01.csv,,approved
WOM065,Do not protect a pattern just because it is familiar.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Personal Growth,,,"growth,journey,reading",women,data/library/women_motivating_part_01.csv,,approved
WOM066,You do not need a perfect life plan to live a meaningful day.,,Women,Mindset,Purpose & Meaning,Dreams,original,,,Original for @talksnwalks101,Purpose,,,"journey,work,reading",women,data/library/women_motivating_part_01.csv,,approved
WOM068,Gratitude makes ordinary moments easier to recognize as life.,,Women,Mindset,Gratitude,Happiness & Gratitude,original,,,Original for @talksnwalks101,Gratitude & Joy,,,"sunrise,coffee,family",women,data/library/women_motivating_part_01.csv,,approved
WOM069,"Community is built when care becomes a habit, not a performance.",,Women,Relationships,Friendship,Discipline & Action,original,,,Original for @talksnwalks101,Friendship & Community,,,"friends,group,laughter",women,data/library/women_motivating_part_01.csv,,approved
WOM070,"Self-care can look like sleep, a boundary, a doctor's appointment, or an unfinished task.",,Women,Wellness,Rest & Recovery,Peace & Letting Go,original,,,Original for @talksnwalks101,Rest & Self-Care,,,"sleep,rest,recovery",women,data/library/women_motivating_part_01.csv,,approved
WOM071,Your size does not determine how seriously your dreams should be taken.,,Women,Wellness,Body Confidence,Growth,original,,,Original for @talksnwalks101,Body Respect,,,"fitness,confidence",women,data/library/women_motivating_part_01.csv,,approved
WOM072,Your ideas deserve time outside your head.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Creativity,,,"growth,journey,reading",women,data/library/women_motivating_part_01.csv,,approved
WOM073,Change becomes less frightening when you stop demanding a guarantee.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Change & New Beginnings,,,"growth,journey,reading",women,data/library/women_motivating_part_01.csv,,approved
WOM074,Love your family without abandoning your own becoming.,,Women,Family,Mother,Happiness & Gratitude,original,,,Original for @talksnwalks101,Motherhood & Family,,,"mother-child,mom",women,data/library/women_motivating_part_01.csv,,approved
WOM075,A meaningful win is one that still feels good when the applause stops.,,Women,Mindset,Goals,Dreams,original,,,Original for @talksnwalks101,Success & Achievement,,,"planning,desk,journey",women,data/library/women_motivating_part_01.csv,,approved
WOM076,Being loved is beautiful; being respected is essential.,,Women,Relationships,Relationships,Self-Worth,original,,,Original for @talksnwalks101,Relationships,,,"couple,partners",women,data/library/women_motivating_part_01.csv,,approved
WOM077,Your first thought may be conditioning; your next thought can be a choice.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Mindset,,,"growth,journey,reading",women,data/library/women_motivating_part_01.csv,,approved
WOM079,Calm is not laziness; sometimes it is wisdom finally taking over.,,Women,Mindset,Peace,Peace & Letting Go,original,,,Original for @talksnwalks101,Peace,,,"meditation,nature,quiet",women,data/library/women_motivating_part_01.csv,,approved
WOM080,Do not wait to feel ready for a routine that will make you ready.,,Women,Mindset,Discipline,Discipline & Action,original,,,Original for @talksnwalks101,Habits,,,"work,training,focus",women,data/library/women_motivating_part_01.csv,,approved
WOM081,"Be on your own side, especially when life is difficult.",,Women,Relationships,Love,Self-Worth,original,,,Original for @talksnwalks101,Self-Love,,,"couple,love",women,data/library/women_motivating_part_01.csv,,approved
WOM082,Confidence is quieter than proving yourself.,,Women,Mindset,Self-Belief,Believe in Yourself,original,,,Original for @talksnwalks101,Confidence,,,"confidence,standing-tall",women,data/library/women_motivating_part_01.csv,,approved
WOM083,People who benefited from your lack of boundaries may dislike your growth.,,Women,Mindset,Peace,Peace & Letting Go,original,,,Original for @talksnwalks101,Boundaries,,,"meditation,nature,quiet",women,data/library/women_motivating_part_01.csv,,approved
WOM084,Grief and growth can live in the same heart.,,Women,Wellness,Mental Health,Growth,original,,,Original for @talksnwalks101,Healing,,,"peace,rest,reflection",women,data/library/women_motivating_part_01.csv,,approved
WOM086,Your title can give authority; your behavior earns trust.,,Women,Business,Leadership,Dreams,original,,,Original for @talksnwalks101,Leadership,,,"leader,team,meeting",women,data/library/women_motivating_part_01.csv,,approved
WOM087,Learn money without shame; financial knowledge is a life skill.,,Women,Business,Money Mindset,Dreams,original,,,Original for @talksnwalks101,Financial Independence,,,"finance,work,building",women,data/library/women_motivating_part_01.csv,,approved
WOM089,"Bravery can be leaving, beginning, asking, refusing, or trying again.",,Women,Mindset,Courage,Courage,original,,,Original for @talksnwalks101,Courage,,,"journey,standing-tall,action",women,data/library/women_motivating_part_01.csv,,approved
WOM090,Self-awareness is useful only when it leads to a different choice.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Personal Growth,,,"growth,journey,reading",women,data/library/women_motivating_part_01.csv,,approved
WOM091,Your purpose can change shape without losing meaning.,,Women,Mindset,Purpose & Meaning,Dreams,original,,,Original for @talksnwalks101,Purpose,,,"journey,work,reading",women,data/library/women_motivating_part_01.csv,,approved
WOM093,Celebrate small wins before they become old news.,,Women,Mindset,Gratitude,Happiness & Gratitude,original,,,Original for @talksnwalks101,Gratitude & Joy,,,"sunrise,coffee,family",women,data/library/women_motivating_part_01.csv,,approved
WOM094,Be the friend who tells the truth without removing tenderness.,,Women,Relationships,Friendship,Happiness & Gratitude,original,,,Original for @talksnwalks101,Friendship & Community,,,"friends,group,laughter",women,data/library/women_motivating_part_01.csv,,approved
WOM095,Your body should not have to create a crisis to get your attention.,,Women,Wellness,Rest & Recovery,Peace & Letting Go,original,,,Original for @talksnwalks101,Rest & Self-Care,,,"sleep,rest,recovery",women,data/library/women_motivating_part_01.csv,,approved
WOM096,"Feed, move, dress, and rest your body with dignity.",,Women,Wellness,Body Confidence,Peace & Letting Go,original,,,Original for @talksnwalks101,Body Respect,,,"fitness,confidence",women,data/library/women_motivating_part_01.csv,,approved
WOM097,Stop comparing your beginning to someone else's signature style.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Creativity,,,"growth,journey,reading",women,data/library/women_motivating_part_01.csv,,approved
WOM098,Leave room in your plans for a better direction.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Change & New Beginnings,,,"growth,journey,reading",women,data/library/women_motivating_part_01.csv,,approved
WOM099,Presence matters more than performing perfection.,,Women,Family,Mother,Peace & Letting Go,original,,,Original for @talksnwalks101,Motherhood & Family,,,"mother-child,mom",women,data/library/women_motivating_part_01.csv,,approved
WOM100,Your pace can be slower and your standards can still be high.,,Women,Mindset,Goals,Self-Worth,original,,,Original for @talksnwalks101,Success & Achievement,,,"planning,desk,journey",women,data/library/women_motivating_part_01.csv,,approved
WOM101,The right relationship will not require you to abandon yourself.,,Women,Relationships,Relationships,Self-Worth,original,,,Original for @talksnwalks101,Relationships,,,"couple,partners",women,data/library/women_motivating_part_02.csv,,approved
WOM102,Confidence often begins as a decision before it becomes a feeling.,,Women,Mindset,Growth,Believe in Yourself,original,,,Original for @talksnwalks101,Mindset,,,"growth,journey,reading",women,data/library/women_motivating_part_02.csv,,approved
WOM104,Peace often arrives after you stop explaining yourself.,,Women,Mindset,Peace,Peace & Letting Go,original,,,Original for @talksnwalks101,Peace,,,"meditation,nature,quiet",women,data/library/women_motivating_part_02.csv,,approved
WOM105,Build systems that support you on ordinary days.,,Women,Mindset,Discipline,Discipline & Action,original,,,Original for @talksnwalks101,Habits,,,"work,training,focus",women,data/library/women_motivating_part_02.csv,,approved
WOM106,You deserve the kindness you give away so easily.,,Women,Relationships,Love,Self-Worth,original,,,Original for @talksnwalks101,Self-Love,,,"couple,love",women,data/library/women_motivating_part_02.csv,,approved
WOM107,Stop shrinking your answer before anyone has challenged it.,,Women,Mindset,Self-Belief,Believe in Yourself,original,,,Original for @talksnwalks101,Confidence,,,"confidence,standing-tall",women,data/library/women_motivating_part_02.csv,,approved
WOM108,Protect your time before resentment has to do it for you.,,Women,Mindset,Peace,Peace & Letting Go,original,,,Original for @talksnwalks101,Boundaries,,,"meditation,nature,quiet",women,data/library/women_motivating_part_02.csv,,approved
WOM109,Healing does not require you to make the past acceptable.,,Women,Wellness,Mental Health,Growth,original,,,Original for @talksnwalks101,Healing,,,"peace,rest,reflection",women,data/library/women_motivating_part_02.csv,,approved
WOM111,Ask better questions before giving faster answers.,,Women,Business,Leadership,Dreams,original,,,Original for @talksnwalks101,Leadership,,,"leader,team,meeting",women,data/library/women_motivating_part_02.csv,,approved
WOM112,"Your income matters, but so does what you keep, invest, and protect.",,Women,Business,Money Mindset,Dreams,original,,,Original for @talksnwalks101,Financial Independence,,,"finance,work,building",women,data/library/women_motivating_part_02.csv,,approved
WOM114,Choose the discomfort that leads somewhere.,,Women,Mindset,Courage,Courage,original,,,Original for @talksnwalks101,Courage,,,"journey,standing-tall,action",women,data/library/women_motivating_part_02.csv,,approved
WOM115,You are allowed to change your mind after learning more.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Personal Growth,,,"growth,journey,reading",women,data/library/women_motivating_part_02.csv,,approved
WOM116,Start where your skills meet a problem you care about.,,Women,Mindset,Purpose & Meaning,Dreams,original,,,Original for @talksnwalks101,Purpose,,,"journey,work,reading",women,data/library/women_motivating_part_02.csv,,approved
WOM118,Make room for delight that has no productivity goal.,,Women,Mindset,Gratitude,Discipline & Action,original,,,Original for @talksnwalks101,Gratitude & Joy,,,"sunrise,coffee,family",women,data/library/women_motivating_part_02.csv,,approved
WOM119,You are allowed to leave friendships that survive only on history.,,Women,Relationships,Friendship,Happiness & Gratitude,original,,,Original for @talksnwalks101,Friendship & Community,,,"friends,group,laughter",women,data/library/women_motivating_part_02.csv,,approved
WOM120,Schedule recovery before burnout schedules it for you.,,Women,Wellness,Rest & Recovery,Resilience,original,,,Original for @talksnwalks101,Rest & Self-Care,,,"sleep,rest,recovery",women,data/library/women_motivating_part_02.csv,,approved
WOM121,Health can be a goal without making shame the coach.,,Women,Wellness,Body Confidence,Dreams,original,,,Original for @talksnwalks101,Body Respect,,,"fitness,confidence",women,data/library/women_motivating_part_02.csv,,approved
WOM122,Create from curiosity before you create for approval.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Creativity,,,"growth,journey,reading",women,data/library/women_motivating_part_02.csv,,approved
WOM123,Sometimes the next chapter begins with admitting the current one is over.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Change & New Beginnings,,,"growth,journey,reading",women,data/library/women_motivating_part_02.csv,,approved
WOM124,A calm repair after a hard moment can teach more than pretending parents never struggle.,,Women,Family,Mother,Happiness & Gratitude,original,,,Original for @talksnwalks101,Motherhood & Family,,,"mother-child,mom",women,data/library/women_motivating_part_02.csv,,approved
WOM126,Do not confuse being needed with being valued.,,Women,Relationships,Relationships,Self-Worth,original,,,Original for @talksnwalks101,Relationships,,,"couple,partners",women,data/library/women_motivating_part_02.csv,,approved
WOM127,Do not let one bad day become a definition.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Mindset,,,"growth,journey,reading",women,data/library/women_motivating_part_02.csv,,approved
WOM128,Exercise is not repayment for eating; it is care for your future self.,,Women,Wellness,Fitness,Growth,original,,,Original for @talksnwalks101,Fitness,,,"workout,gym,running",women,data/library/women_motivating_part_02.csv,,approved
WOM129,Leave some things unanswered and let your nervous system recover.,,Women,Mindset,Peace,Peace & Letting Go,original,,,Original for @talksnwalks101,Peace,,,"meditation,nature,quiet",women,data/library/women_motivating_part_02.csv,,approved
WOM130,Habits are votes for the woman you are becoming.,,Women,Mindset,Discipline,Discipline & Action,original,,,Original for @talksnwalks101,Habits,,,"work,training,focus",women,data/library/women_motivating_part_02.csv,,approved
WOM131,Stop using your flaws as evidence that you are hard to love.,,Women,Relationships,Love,Self-Worth,original,,,Original for @talksnwalks101,Self-Love,,,"couple,love",women,data/library/women_motivating_part_02.csv,,approved
WOM132,You are allowed to be a beginner and still be impressive.,,Women,Mindset,Self-Belief,Believe in Yourself,original,,,Original for @talksnwalks101,Confidence,,,"confidence,standing-tall",women,data/library/women_motivating_part_02.csv,,approved
WOM133,Access to you is not an automatic right.,,Women,Mindset,Peace,Peace & Letting Go,original,,,Original for @talksnwalks101,Boundaries,,,"meditation,nature,quiet",women,data/library/women_motivating_part_02.csv,,approved
WOM134,You can forgive yourself for the choices you made while trying to survive.,,Women,Wellness,Mental Health,Growth,original,,,Original for @talksnwalks101,Healing,,,"peace,rest,reflection",women,data/library/women_motivating_part_02.csv,,approved
WOM135,Your experience is valuable even when it came through a nonlinear path.,,Women,Business,Career,Dreams,original,,,Original for @talksnwalks101,Career & Ambition,,,"work,office,learning",women,data/library/women_motivating_part_02.csv,,approved
WOM136,Protect your team from chaos you have the power to prevent.,,Women,Business,Leadership,Dreams,original,,,Original for @talksnwalks101,Leadership,,,"leader,team,meeting",women,data/library/women_motivating_part_02.csv,,approved
WOM137,Do not let discomfort stop you from negotiating your pay.,,Women,Business,Money Mindset,Dreams,original,,,Original for @talksnwalks101,Financial Independence,,,"finance,work,building",women,data/library/women_motivating_part_02.csv,,approved
WOM139,Fear can come with you; it does not get to drive.,,Women,Mindset,Courage,Courage,original,,,Original for @talksnwalks101,Courage,,,"journey,standing-tall,action",women,data/library/women_motivating_part_02.csv,,approved
WOM140,Growth often looks ordinary while it is happening.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Personal Growth,,,"growth,journey,reading",women,data/library/women_motivating_part_02.csv,,approved
WOM141,A meaningful life is made from meaningful choices repeated.,,Women,Mindset,Purpose & Meaning,Dreams,original,,,Original for @talksnwalks101,Purpose,,,"journey,work,reading",women,data/library/women_motivating_part_02.csv,,approved
WOM142,Keep your promises small enough to keep and meaningful enough to matter.,,Women,Mindset,Discipline,Discipline & Action,original,,,Original for @talksnwalks101,Discipline,,,"work,training,focus",women,data/library/women_motivating_part_02.csv,,approved
WOM143,Your life deserves memories that are not only about surviving.,,Women,Mindset,Gratitude,Happiness & Gratitude,original,,,Original for @talksnwalks101,Gratitude & Joy,,,"sunrise,coffee,family",women,data/library/women_motivating_part_02.csv,,approved
WOM144,"Safe friendships make room for growth, distance, return, and honesty.",,Women,Relationships,Friendship,Happiness & Gratitude,original,,,Original for @talksnwalks101,Friendship & Community,,,"friends,group,laughter",women,data/library/women_motivating_part_02.csv,,approved
WOM145,Doing less on purpose can protect what matters most.,,Women,Wellness,Rest & Recovery,Peace & Letting Go,original,,,Original for @talksnwalks101,Rest & Self-Care,,,"sleep,rest,recovery",women,data/library/women_motivating_part_02.csv,,approved
WOM146,Your body has carried you through every version of your life.,,Women,Wellness,Body Confidence,Growth,original,,,Original for @talksnwalks101,Body Respect,,,"fitness,confidence",women,data/library/women_motivating_part_02.csv,,approved
WOM147,Your taste can guide you while your skill catches up.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Creativity,,,"growth,journey,reading",women,data/library/women_motivating_part_02.csv,,approved
WOM148,You are allowed to rebuild slowly.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Change & New Beginnings,,,"growth,journey,reading",women,data/library/women_motivating_part_02.csv,,approved
WOM149,Your child does not need a flawless mother; they need a safe and human one.,,Women,Family,Mother,Happiness & Gratitude,original,,,Original for @talksnwalks101,Motherhood & Family,,,"mother-child,mom",women,data/library/women_motivating_part_02.csv,,approved
WOM151,Love grows best where honesty does not have to whisper.,,Women,Relationships,Relationships,Self-Worth,original,,,Original for @talksnwalks101,Relationships,,,"couple,partners",women,data/library/women_motivating_part_02.csv,,approved
WOM152,Your mind is a home; be careful what you allow to live there.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Mindset,,,"growth,journey,reading",women,data/library/women_motivating_part_02.csv,,approved
WOM153,Celebrate what your body can do while you work toward what you want it to do.,,Women,Wellness,Fitness,Growth,original,,,Original for @talksnwalks101,Fitness,,,"workout,gym,running",women,data/library/women_motivating_part_02.csv,,approved
WOM154,Your peace is valuable enough to disappoint people for.,,Women,Mindset,Peace,Peace & Letting Go,original,,,Original for @talksnwalks101,Peace,,,"meditation,nature,quiet",women,data/library/women_motivating_part_02.csv,,approved
WOM155,Start so small that your excuses feel unnecessary.,,Women,Mindset,Discipline,Discipline & Action,original,,,Original for @talksnwalks101,Habits,,,"work,training,focus",women,data/library/women_motivating_part_02.csv,,approved
WOM156,Your needs are not an inconvenience.,,Women,Relationships,Love,Self-Worth,original,,,Original for @talksnwalks101,Self-Love,,,"couple,love",women,data/library/women_motivating_part_02.csv,,approved
WOM157,Your competence does not disappear because someone overlooks it.,,Women,Mindset,Self-Belief,Believe in Yourself,original,,,Original for @talksnwalks101,Confidence,,,"confidence,standing-tall",women,data/library/women_motivating_part_02.csv,,approved
WOM158,A boundary without follow-through becomes a suggestion.,,Women,Mindset,Peace,Peace & Letting Go,original,,,Original for @talksnwalks101,Boundaries,,,"meditation,nature,quiet",women,data/library/women_motivating_part_02.csv,,approved
WOM159,"Your triggers are signals to understand, not reasons to hate yourself.",,Women,Wellness,Mental Health,Growth,original,,,Original for @talksnwalks101,Healing,,,"peace,rest,reflection",women,data/library/women_motivating_part_02.csv,,approved
WOM161,Leadership includes making the uncomfortable decision before it becomes the costly one.,,Women,Business,Leadership,Dreams,original,,,Original for @talksnwalks101,Leadership,,,"leader,team,meeting",women,data/library/women_motivating_part_02.csv,,approved
WOM162,A budget is not a punishment; it is a plan for your priorities.,,Women,Business,Money Mindset,Discipline & Action,original,,,Original for @talksnwalks101,Financial Independence,,,"finance,work,building",women,data/library/women_motivating_part_02.csv,,approved
WOM164,Your brave life will require disappointing the version of you that always played it safe.,,Women,Mindset,Courage,Courage,original,,,Original for @talksnwalks101,Courage,,,"journey,standing-tall,action",women,data/library/women_motivating_part_02.csv,,approved
WOM165,Keep the lesson; release the shame.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Personal Growth,,,"growth,journey,reading",women,data/library/women_motivating_part_02.csv,,approved
WOM166,Purpose is not always passion; sometimes it is responsibility chosen with love.,,Women,Mindset,Purpose & Meaning,Self-Worth,original,,,Original for @talksnwalks101,Purpose,,,"journey,work,reading",women,data/library/women_motivating_part_02.csv,,approved
WOM168,"Let yourself enjoy what you once prayed, planned, or worked for.",,Women,Mindset,Gratitude,Happiness & Gratitude,original,,,Original for @talksnwalks101,Gratitude & Joy,,,"sunrise,coffee,family",women,data/library/women_motivating_part_02.csv,,approved
WOM169,Do not chase belonging where you have to betray yourself to fit.,,Women,Relationships,Friendship,Happiness & Gratitude,original,,,Original for @talksnwalks101,Friendship & Community,,,"friends,group,laughter",women,data/library/women_motivating_part_02.csv,,approved
WOM170,Rest can be productive when the alternative is depletion.,,Women,Wellness,Rest & Recovery,Peace & Letting Go,original,,,Original for @talksnwalks101,Rest & Self-Care,,,"sleep,rest,recovery",women,data/library/women_motivating_part_02.csv,,approved
WOM171,You do not owe the world a smaller version of yourself.,,Women,Wellness,Body Confidence,Growth,original,,,Original for @talksnwalks101,Body Respect,,,"fitness,confidence",women,data/library/women_motivating_part_02.csv,,approved
WOM172,One unfinished sketch can teach more than ten perfect ideas you never start.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Creativity,,,"growth,journey,reading",women,data/library/women_motivating_part_02.csv,,approved
WOM173,New beginnings need courage more than perfect timing.,,Women,Mindset,Growth,Courage,original,,,Original for @talksnwalks101,Change & New Beginnings,,,"growth,journey,reading",women,data/library/women_motivating_part_02.csv,,approved
WOM174,Protecting your energy can be part of protecting your family.,,Women,Family,Mother,Happiness & Gratitude,original,,,Original for @talksnwalks101,Motherhood & Family,,,"mother-child,mom",women,data/library/women_motivating_part_02.csv,,approved
WOM176,You are allowed to outgrow relationships that only fit an older version of you.,,Women,Relationships,Relationships,Self-Worth,original,,,Original for @talksnwalks101,Relationships,,,"couple,partners",women,data/library/women_motivating_part_02.csv,,approved
WOM177,Progress becomes easier when perfection stops being the price of starting.,,Women,Mindset,Growth,Growth,original,,,Original for @talksnwalks101,Mindset,,,"growth,journey,reading",women,data/library/women_motivating_part_02.csv,,approved
WOM179,You do not need to attend every conflict you are invited to.,,Women,Mindset,Peace,Peace & Letting Go,original,,,Original for @talksnwalks101,Peace,,,"meditation,nature,quiet",women,data/library/women_motivating_part_02.csv,,approved
WOM180,Consistency is easier when the habit has a clear place and time.,,Women,Mindset,Discipline,Discipline & Action,original,,,Original for @talksnwalks101,Habits,,,"work,training,focus",women,data/library/women_motivating_part_02.csv,,approved
WOM181,You are allowed to like yourself before you achieve everything.,,Women,Relationships,Love,Self-Worth,original,,,Original for @talksnwalks101,Self-Love,,,"couple,love",women,data/library/women_motivating_part_02.csv,,approved
WOM182,Take up the space your work has earned.,,Women,Mindset,Self-Belief,Believe in Yourself,original,,,Original for @talksnwalks101,Confidence,,,"confidence,standing-tall",women,data/library/women_motivating_part_02.csv,,approved
WOM183,You are allowed to change the terms when something stops being healthy.,,Women,Mindset,Peace,Peace & Letting Go,original,,,Original for @talksnwalks101,Boundaries,,,"meditation,nature,quiet",women,data/library/women_motivating_part_02.csv,,approved
WOM184,Recovery is rarely dramatic; often it is choosing differently in small moments.,,Women,Wellness,Mental Health,Resilience,original,,,Original for @talksnwalks101,Healing,,,"peace,rest,reflection",women,data/library/women_motivating_part_02.csv,,approved
WOM186,Give credit publicly and feedback responsibly.,,Women,Business,Leadership,Dreams,original,,,Original for @talksnwalks101,Leadership,,,"leader,team,meeting",women,data/library/women_motivating_part_02.csv,,approved
WOM187,Emergency savings can turn panic into choices.,,Women,Business,Money Mindset,Dreams,original,,,Original for @talksnwalks101,Financial Independence,,,"finance,work,building",women,data/library/women_motivating_part_02.csv,,approved
WOM189,Say the true thing before resentment says it for you.,,Women,Mindset,Courage,Courage,original,,,Original for @talksnwalks101,Courage,,,"journey,standing-tall,action",women,data/library/women_motivating_part_02.csv,,approved
